LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,HAZEL,15102,2099,2016-10-24T15:10:09
Dog Senior Lifetime Neutered Male,BOXER,BRINDLE,ROCKY,15202,2099,2016-10-24T15:41:31
Dog Senior Lifetime Female,WELSH CORGI PEMBROK,TRI-COLOR,GLYNIS,15239,2099,2016-10-25T10:46:46
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK,COCOCHANEL NO. 5,15065,2099,2016-10-25T11:27:43
Dog Lifetime Spayed Female,BOXER MIX,WHITE/TAN,LUCY,15024,2099,2016-10-25T11:59:21
Dog Lifetime Neutered Male,BICHON FRISE,WHITE,BRUTUS,15090,2099,2016-10-25T12:21:56
Dog Senior Lifetime Spayed Female,LAB MIX,BLACK WITH WHITE,ZOEY,15132,2099,2016-10-25T13:52:20
Dog Lifetime Neutered Male,WELSH CORGI PEMBROK,WHITE/BROWN,OTIS,15236,2099,2019-09-27T14:02:45
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,SHELBY,15241,2099,2019-09-27T14:07:55
Dog Lifetime Neutered Male,LAB MIX,BROWN,TOBY,15235,2099,2019-09-30T10:56:57
Dog Lifetime Neutered Male,BICHON FRISE,WHITE,OLIVER,15237,2099,2019-09-30T11:10:01
Dog Lifetime Spayed Female,CHIHUAHUA,WHITE/TAN,SMIDGE,15126,2099,2019-09-30T11:18:57
Dog Lifetime Duplicate,LAB MIX,BLACK,PENNY,15065,2099,2019-09-30T11:44:54
Dog Lifetime Spayed Female,OLD ENG BULLDOG,WHITE/TAN,ISABELLE,15084,2099,2019-09-30T12:11:53
Dog Lifetime Spayed Female,SIB HUSKY MIX,WHITE,MAPLE,15237,2099,2019-09-30T13:15:14
Dog Lifetime Neutered Male,BELG MALINOIS,BLACK/BROWN,RANDY,15102,2099,2019-09-30T14:39:05
Dog Senior Lifetime Neutered Male,LABRADOODLE,MERLE,PETEY,15131,2099,2019-09-30T15:26:42
Dog Lifetime Female,BOXER,BLACK/BROWN,MILA,15108,2099,2019-10-01T12:02:01
Dog Lifetime Neutered Male,GER SHEPHERD,WHITE/BROWN,MILO,15108,2099,2019-10-01T12:09:15
Dog Lifetime Spayed Female,MIXED,WHITE/BROWN,TAFFY,15241,2099,2019-10-01T13:24:22
Dog Lifetime Female,AM ESKIMO DOG,WHITE,ONYX,15243,2099,2019-10-01T13:30:42
Dog Senior Lifetime Neutered Male,SHIH TZU,RED,HANK,15108,2099,2019-10-01T14:03:54
Dog Lifetime Neutered Male,AUS SHEPHERD,BLACK,MURPHY,15116,2099,2019-10-01T15:14:48
Dog Lifetime Spayed Female,TERRIER MIX,BROWN,ROXI,15236,2099,2019-10-02T12:07:44
Dog Lifetime Neutered Male,MIXED,BLACK,JASPER,15236,2099,2019-10-02T12:07:44
Dog Lifetime Neutered Male,BLUE HEELER,SPOTTED,TUCKER,15122,2099,2019-10-02T12:32:54
Dog Lifetime Spayed Female,MIXED,WHITE/BRINDLE,ZARA,15209,2099,2019-10-02T13:00:53
Dog Lifetime Neutered Male,CANE CORSO,BRINDLE,ROKO,15235,2099,2019-10-02T13:05:35
Dog Lifetime Neutered Male,BEAGLE MIX,SPOTTED,MILO,15241,2099,2019-10-02T13:11:22
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,PETRA,15108,2099,2019-10-02T13:13:47
Dog Senior Lifetime Neutered Male,POMERANIAN,BLACK,AMANI,15044,2099,2019-10-02T13:13:52
Dog Out of County Transfer - Lifetime,POODLE STANDARD,CHOCOLATE,HERSHEY,15137,2099,2019-10-02T13:19:16
Dog Out of County Transfer - Lifetime,BICHON FRISE,WHITE,GABBY,15137,2099,2019-10-02T13:19:16
Dog Lifetime Neutered Male,FRENCH BULLDOG,BRINDLE,PENN,15209,2099,2019-10-02T13:36:17
Dog Lifetime Neutered Male,ITALIAN GREYHOUND,WHITE,VINNIE,15025,2099,2019-10-02T13:46:13
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD/RED,DUKE,15025,2099,2019-10-02T13:52:26
Dog Lifetime Neutered Male,BORD COLLIE,WHITE/BLACK,BUBBA,15063,2099,2019-10-02T15:27:08
Dog Lifetime Spayed Female,LAB MIX,BROWN,JOSIE,15228,2099,2019-10-02T15:32:06
Dog Lifetime Spayed Female,POODLE MIN,WHITE/GREY,TOOTIE,15146,2099,2019-10-03T12:43:07
Dog Lifetime Neutered Male,CHIHUAHUA,TAN,PACO,15120,2099,2019-10-03T13:15:57
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,SOPHIE,15090,2099,2019-10-03T13:24:18
Dog Senior Lifetime Neutered Male,CHIHUAHUA MIX,WHITE/TAN,IGGY,15108,2099,2019-10-03T13:33:00
Dog Lifetime Spayed Female,SHIH TZU MIX,TRI-COLOR,WINNIE,15237,2099,2019-10-03T13:41:34
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,REMI,15122,2099,2019-10-03T13:44:19
Dog Lifetime Spayed Female,MIXED,BROWN,SYDNEY,15143,2099,2019-10-03T15:30:50
Dog Senior Lifetime Neutered Male,BICHON FRISE,WHITE,RAGS,15236,2099,2019-10-03T16:08:21
Dog Senior Lifetime Spayed Female,COTON DE TULEAR,WHITE,RUFFLES,15236,2099,2019-10-03T16:08:21
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK/BROWN,MOJO,15131,2099,2019-10-03T16:17:44
Dog Senior Lifetime Neutered Male,ROTTWEILER MIX,BLACK/BROWN,GUNNY,15140,2099,2019-10-04T12:29:53
Dog Lifetime Neutered Male,LAB MIX,BROWN,MOKKA,15146,2099,2019-10-04T13:48:10
Dog Senior Lifetime Spayed Female,BASSET HOUND,WHITE/BROWN,ZOUSHA,15030,2099,2019-10-04T13:48:10
Dog Senior Lifetime Neutered Male,TERRIER MIX,WHITE/BROWN,OTTER,15126,2099,2019-10-04T13:48:11
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,NELLIE BELLE,15235,2099,2019-10-04T13:48:11
Dog Lifetime Spayed Female,JACK RUSSEL TERRIER,WHITE/BLACK,SOCKS,15106,2099,2019-10-04T13:41:05
Dog Lifetime Neutered Male,AUS SHEPHERD,WHITE/BROWN,ALBIE,15237,2099,2019-10-04T13:49:47
Dog Lifetime Spayed Female,BOXER MIX,WHITE,AGNES,15101,2099,2019-10-04T13:55:36
Dog Lifetime Spayed Female,BASSET HOUND,WHITE/RED,EFFIE,15147,2099,2019-10-04T14:01:42
Dog Senior Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,LUCKY,15104,2099,2019-10-04T14:31:41
Dog Lifetime Neutered Male,CLUMBER SPANIEL,WHITE/ORANGE,CAPONE,15056,2099,2019-10-04T14:38:04
Dog Senior Lifetime Neutered Male,CHIHUAHUA,BLACK,MOG,15227,2099,2019-10-04T14:48:16
Dog Lifetime Neutered Male,GER SHEPHERD MIX,SPOTTED,BUSTER,15120,2099,2019-10-04T14:59:41
Dog Lifetime Female,AM BULLDOG,WHITE/BROWN,CARMELLA,15108,2099,2019-10-04T16:11:16
Dog Lifetime Spayed Female,BOXER MIX,BROWN,ZENZI,15037,2099,2019-10-04T16:11:17
Dog Lifetime Spayed Female,BOXER MIX,BLACK,LILA,15101,2099,2019-10-04T16:11:17
Dog Lifetime Spayed Female,PEKINGESE,BLACK/TAN,MIA,15146,2099,2019-10-04T16:11:18
Dog Lifetime Neutered Male,HOUND MIX,WHITE/BROWN,STEFAN MILITZER,15216,2099,2019-10-07T09:38:54
Dog Lifetime Spayed Female,BOXER,SPOTTED,JAZZY,15068,2099,2019-10-07T09:45:36
Dog Lifetime Neutered Male,AUS CATTLE DOG,MERLE,ARCHIE,15237,2099,2019-10-07T09:47:34
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,ZOEY,15102,2099,2019-10-07T09:50:53
Dog Lifetime Spayed Female,BEAGLE MIX,TRI-COLOR,ADELAIDE,15237,2099,2019-10-07T09:51:37
Dog Lifetime Neutered Male,MIXED,WHITE/TAN,MILO,15102,2099,2019-10-07T09:55:23
Dog Lifetime Spayed Female,PUG,FAWN,GIDGET,15143,2099,2019-10-07T09:59:41
Dog Lifetime Duplicate,COCKER SPANIEL MIX,SPOTTED,MULLANEY,15237,2099,2016-10-25T13:47:37
Dog Lifetime Neutered Male,LAB MIX,BRINDLE,APOLLO,15236,2099,2016-10-25T13:52:20
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK,MACK,15146,2099,2016-10-25T13:52:21
Dog Lifetime Neutered Male,TERRIER,SPOTTED,SERGEANT PEPPER,15218,2099,2016-10-25T16:12:43
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK/BROWN,JIRO,15216,2099,2016-10-26T08:04:09
Dog Lifetime Spayed Female,BASSET HOUND,SPOTTED,PENNY,15202,2099,2016-10-26T08:11:54
Dog Senior Lifetime Spayed Female,LAB MIX,BLACK,SAMANTHA,15129,2099,2016-10-26T10:23:13
Dog Senior Lifetime Spayed Female,LABRADOODLE,BLACK,EBONY,15241,2099,2016-10-26T11:08:46
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,HARLEE,15137,2099,2016-10-26T13:47:05
Dog Lifetime Spayed Female,BERNESE MTN DOG,WHITE/BLACK/BROWN,POPPY,15090,2099,2016-10-26T14:28:31
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,SARAH,15237,2099,2016-10-26T14:53:59
Dog Lifetime Spayed Female,BORDER TERRIER,WHITE/BLACK,DOROTHY,15205,2099,2016-10-26T14:59:23
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/BLACK,TORA,15147,2099,2016-10-26T15:00:50
Dog Senior Lifetime Spayed Female,POODLE MIN,CREAM,DAISY,15063,2099,2016-10-27T09:13:05
Dog Lifetime Neutered Male,MIXED,BLACK/GOLD,BELLA,15238,2099,2016-10-26T15:09:58
Dog Lifetime Neutered Male,LAB MIX,BLACK,MILO,15025,2099,2016-10-28T08:23:48
Dog Senior Lifetime Spayed Female,BICHON FRISE,WHITE,ZOEY,15132,2099,2016-10-28T10:25:50
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,BELLA,15143,2099,2016-10-28T10:25:50
Dog Lifetime Male,COLLIE,WHITE/BROWN,BLAZE,15044,2099,2016-10-28T10:51:34
Dog Lifetime Male,COLLIE,BLACK WITH WHITE,CASEY,15044,2099,2016-10-28T10:51:34
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,WHITE/BLACK,HINES,15239,2099,2016-10-28T15:31:52
Dog Senior Lifetime Neutered Male,LAB MIX,BROWN,SKETCHER,15143,2099,2016-10-28T15:42:42
Dog Senior Lifetime Neutered Male,BICHON FRISE,WHITE,THOR,15102,2099,2016-10-31T10:10:52
Dog Senior Lifetime Neutered Male,FRENCH BULLDOG,BRINDLE,JOEY,15122,2099,2016-10-31T10:16:42
Dog Lifetime Duplicate,BICHON FRISE,WHITE,RILEY,15102,2099,2016-10-31T13:00:42
Dog Lifetime Duplicate,POODLE TOY,BLACK,ISABELLA,15102,2099,2016-10-31T13:01:47
Dog Lifetime Spayed Female,BOXER,WHITE/BROWN,BAILEY,15065,2099,2016-10-31T13:28:35
Dog Lifetime Neutered Male,POODLE MIX,WHITE/BLACK,CHEVY,15214,2099,2016-10-31T13:28:35
Dog Lifetime Spayed Female,BOXER MIX,BRINDLE,DIVI,15237,2099,2016-10-31T13:28:36
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,BLITZEN,15065,2099,2016-10-31T13:28:36
Dog Lifetime Spayed Female,GER SHEPHERD MIX,WHITE/BLACK,ANDI,15229,2099,2016-10-31T14:11:54
Dog Senior Lifetime Neutered Male,AM ESKIMO DOG,WHITE,SCRUFFY,15102,2099,2016-10-31T15:20:09
Dog Lifetime Neutered Male,DOBERMAN PINSCHER,RED,DUKE,15234,2099,2016-11-01T09:43:44
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BLUE,MAGNUM,15068,2099,2016-11-01T10:19:19
Dog Lifetime Duplicate,AM PIT BULL TERRIER,GREY,JUNIOR,15112,2099,2016-11-01T11:15:37
Dog Lifetime Duplicate,MIXED,BLACK/BROWN,PRINCESS,15221,2099,2016-11-01T11:17:38
Dog Senior Lifetime Neutered Male,MIN PINSCHER,BLACK/BROWN,QOQO,15238,2099,2016-11-01T12:02:24
Dog Senior Lifetime Spayed Female,TERRIER MIX,WHITE/BLACK,SNOWFLAKE,15238,2099,2016-11-01T12:02:24
Dog Lifetime Neutered Male,CHIHUAHUA MIX,BROWN,RICO,15229,2099,2016-11-01T14:13:16
Dog Lifetime Neutered Male,COTON DE TULEAR,WHITE/BEIGE,REX,15236,2099,2016-11-01T14:42:43
Dog Senior Lifetime Neutered Male,AUS SHEPHERD,WHITE/BLACK/BROWN,BOURBON,15005,2099,2016-11-01T14:50:35
Dog Lifetime Neutered Male,CHIHUAHUA,WHITE,KIMBA,15146,2099,2016-11-01T14:56:15
Dog Senior Lifetime Spayed Female,BEAGLE,MULTI,ANNIE,15108,2099,2016-11-02T08:55:09
Dog Lifetime Spayed Female,TERRIER MIX,BRINDLE,PEPPER,15237,2099,2016-11-02T08:55:10
Dog Lifetime Spayed Female,TERRIER MIX,BLACK,LOUSIE,15224,2099,2016-11-02T08:55:11
Dog Lifetime Neutered Male,PUG,FAWN,LEO,15237,2099,2016-11-01T15:28:29
Dog Lifetime Spayed Female,HOUND MIX,BLACK,ZOEY,15135,2099,2016-11-01T15:28:30
Dog Lifetime Spayed Female,MORKIE,WHITE/BLACK/BROWN,GRACIE BEAR STOCKER,15237,2099,2016-11-02T08:55:14
Dog Lifetime Neutered Male,LAB MIX,WHITE/BLACK,JAX LAVERICK,15131,2099,2016-11-02T08:55:15
Dog Lifetime Spayed Female,ST BERNARD,WHITE/BLACK/BROWN,LUCY,15108,2099,2016-11-01T16:04:30
Dog Lifetime Neutered Male,COLLIE,SABLE/WHITE,MURPHY,15147,2099,2016-11-01T16:18:32
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,ZIMBA,15122,2099,2016-11-02T09:49:21
Dog Lifetime Neutered Male,MIXED,BROWN,SYDNEY,15236,2099,2016-11-02T11:50:05
Dog Lifetime Female,WELSH CORGI CARDIGA,BRINDLE,ALLIE,15116,2099,2016-11-03T11:43:42
Dog Lifetime Duplicate,DALMATIAN,WHITE/BLACK,BLAZE,15147,2099,2016-11-03T13:27:21
Dog Lifetime Male,BORD COLLIE,WHITE/BROWN,ALBUS,15239,2099,2016-11-03T14:13:01
Dog Lifetime Neutered Male,LAB MIX,BLACK/BROWN,SCOOBY,15106,2099,2016-11-03T14:14:27
Dog Lifetime Neutered Male,BEAGLE,SPOTTED,SCOOBIE,15102,2099,2016-11-03T14:38:02
Dog Lifetime Neutered Male,BEAGLE MIX,BROWN,MAX,15221,2099,2016-11-03T14:38:02
Dog Lifetime Neutered Male,NORWICH TERRIER,RED,STARMAN BOWIE,15143,2099,2016-11-03T14:38:03
Dog Lifetime Male,BEAGLE,WHITE/BROWN,CHIEF,15102,2099,2016-11-04T12:10:45
Dog Lifetime Spayed Female,BEAGLE,TRI-COLOR,CHLOE,15102,2099,2016-11-04T12:10:45
Dog Out of County Transfer - Lifetime,GOLDEN RETRIEV MIX,GOLD,GOLDIE,15143,2099,2016-11-04T12:24:03
Dog Lifetime Male,GOLDEN RETRIEVER,WHITE,EMRI,15057,2099,2016-11-07T12:23:55
Dog Lifetime Male,GOLDEN RETRIEVER,WHITE,EMRI,15057,2099,2016-11-07T12:23:56
Dog Lifetime Spayed Female,MIN PINSCHER,BROWN,LAYLA,15108,2099,2019-10-07T10:05:34
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BEAR,15205,2099,2019-10-07T12:26:46
Dog Lifetime Spayed Female,DALMATIAN,SPOTTED,PENNY,15101,2099,2019-10-07T13:34:51
Dog Senior Lifetime Neutered Male,ST BERNARD,WHITE/BLACK/BROWN,BENNY,15101,2099,2019-10-07T13:40:17
Dog Lifetime Spayed Female,LAB MIX,WHITE/TAN,SOPHIE,15148,2099,2019-10-07T13:47:09
Dog Senior Lifetime Female,JACK RUSSEL TERRIER,MULTI,PENNY,15122,2099,2019-10-08T08:30:06
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BROWN,OSCAR,15108,2099,2019-10-08T13:12:09
Dog Lifetime Neutered Male,BOXER MIX,BRINDLE,ABEL,15108,2099,2019-10-08T13:19:41
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SHADOW,15147,2099,2019-10-08T13:30:11
Dog Lifetime Neutered Male,LAB MIX,BLACK,ARNIE,15236,2099,2019-10-08T13:36:09
Dog Lifetime Female,HAVANESE,WHITE/BLACK,ROSA,15102,2099,2019-10-08T13:44:43
Dog Senior Lifetime Spayed Female,SHETLAND SHEEPDOG,WHITE/TAN,ZOEY,15236,2099,2019-10-08T13:49:45
Dog Lifetime Spayed Female,BEAGLE MIX,BLACK,BELLA,15101,2099,2019-10-08T13:55:51
Dog Senior Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,CHARLIE,15223,2099,2019-10-08T14:06:25
Dog Senior Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,LUCY,15223,2099,2019-10-08T14:06:25
Dog Lifetime Spayed Female,CHIHUAHUA,BLONDE,BREEZY,15122,2099,2019-10-08T14:31:19
Dog Senior Lifetime Male,LABRADOODLE,CREAM,SHALER,15116,2099,2019-10-08T15:35:33
Dog Senior Lifetime Spayed Female,LABRADOODLE,CREAM,MITTEN,15116,2099,2019-10-08T15:35:33
Dog Lifetime Neutered Male,CHIHUAHUA,FAWN,CLUTCHY,15122,2099,2019-10-08T15:54:41
Dog Lifetime Male,BOXER,BROWN,RUGER JAX,15146,2099,2019-10-09T10:14:47
Dog Lifetime Spayed Female,ENG SHEPHERD,WHITE/BROWN,CALLIE,15037,2099,2019-10-09T10:20:05
Dog Lifetime Neutered Male,LAB MIX,WHITE/BLACK/BROWN,GIZMO,15122,2099,2019-10-09T12:54:46
Dog Lifetime Neutered Male,FRENCH BULLDOG,BROWN,HUGO,15137,2099,2019-10-09T13:00:02
Dog Senior Lifetime Male,CHIHUAHUA,BROWN,THOR,15137,2099,2019-10-09T13:15:57
Dog Lifetime Neutered Male,GOLDENDOODLE,CREAM,FYNN,15057,2099,2019-10-09T13:24:37
Dog Senior Lifetime Spayed Female,JACK RUSSEL TERRIER,WHITE/BROWN,HAYLEE,15143,2099,2019-10-09T13:29:44
Dog Senior Lifetime Spayed Female,MIXED,WHITE,SOPHIE,15227,2099,2019-10-09T13:30:00
Dog Senior Lifetime Neutered Male,JACK RUSSEL TERRIER,SPOTTED,HARLEY,15143,2099,2019-10-09T13:33:01
Dog Lifetime Spayed Female,GER SHEPHERD,WHITE,YUKI,15044,2099,2019-10-09T13:37:36
Dog Lifetime Spayed Female,LAB MIX,BLACK,RIDLEY,15241,2099,2019-10-09T13:41:06
Dog Lifetime Neutered Male,MIXED,WHITE/RED,WATSON,15102,2099,2019-10-09T13:47:09
Dog Lifetime Spayed Female,MASTIFF,BRINDLE,KODA,15044,2099,2019-10-09T13:53:29
Dog Lifetime Neutered Male,MOUNTAIN CUR,TAN,DOUG,15241,2099,2019-10-09T14:02:59
Dog Lifetime Neutered Male,CAV KING CHAR SPANI,TAN,GIFFIN,15146,2099,2019-10-09T14:11:36
Dog Lifetime Neutered Male,ENG SHEPHERD,WHITE/BLACK/BROWN,JOHNNY CASH,15017,2099,2019-10-09T14:20:58
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,WHITE/BLACK,THOR,15236,2099,2019-10-09T14:29:50
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,BLACK,JUICEY,15236,2099,2019-10-09T14:53:50
Dog Lifetime Spayed Female,FRENCH BULLDOG,CREAM,MIA,15102,2099,2019-10-10T12:59:49
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,RED,RANGER,15037,2099,2019-10-10T13:04:10
Dog Lifetime Female,BEAGLE MIX,BROWN,SWEET PEA,15112,2099,2019-10-10T13:41:16
Dog Lifetime Spayed Female,ENG SETTER,WHITE/ORANGE,MAYA,15239,2099,2019-10-10T13:41:17
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE,NORA,15132,2099,2019-10-10T13:41:17
Dog Lifetime Neutered Male,BEAGLE MIX,WHITE,HANK,15132,2099,2019-10-10T13:41:17
Dog Senior Lifetime Female,BOXER,BRINDLE,PARIS,15135,2099,2019-10-10T15:01:47
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BRINDLE,JACK SPARROW,15241,2099,2019-10-10T15:35:55
Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,KODAK,15147,2099,2019-10-10T15:55:22
Dog Senior Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,LUCY,15101,2099,2019-10-11T13:11:58
Dog Lifetime Neutered Male,RAT TERRIER,WHITE/TAN,ROO,15227,2099,2019-10-11T13:11:58
Dog Lifetime Neutered Male,MALTESE,WHITE,KIRBY,15017,2099,2019-10-11T13:11:59
Dog Lifetime Neutered Male,LAB MIX,WHITE/BLACK/BROWN,QUINN,15235,2099,2019-10-11T13:11:59
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,WHITE/TAN,BOOTSIE,15025,2099,2019-10-11T13:48:30
Dog Lifetime Male,DALMATIAN,WHITE/BLACK,HUNTER,15122,2099,2019-10-11T13:52:12
Dog Senior Lifetime Male,GOLDEN RETRIEVER,GOLD,TIDEWATER'S JACK REACHER P I,15238,2099,2019-10-11T15:07:16
Dog Senior Lifetime Neutered Male,SHIH TZU,WHITE/BLACK,ANDY,15146,2099,2019-10-11T15:37:39
Dog Lifetime Neutered Male,TAG,WHITE/BLACK/BROWN,MAX,15018,2099,2019-10-11T15:56:58
Dog Senior Lifetime Male,LABRADOR RETRIEVER,BROWN,JACK,15110,2099,2019-10-15T10:47:41
Dog Lifetime Neutered Male,MIXED,BROWN,OLIVER,15215,2099,2019-10-15T10:52:52
Dog Senior Lifetime Neutered Male,MIXED,CREAM,MURPHY,15236,2099,2019-10-15T11:07:34
Dog Lifetime Spayed Female,SHIH TZU,WHITE/BLACK,MAPLE,15238,2099,2019-10-15T11:12:49
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,JET,15241,2099,2019-10-15T12:41:34
Dog Lifetime Neutered Male,ENG BULLDOG,BROWN,CARTER,15090,2099,2019-10-15T13:34:11
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,THEA,16046,2099,2019-10-15T13:34:12
Dog Senior Lifetime Male,CHIHUAHUA MIX,TAN,CHICO,15132,2099,2019-10-15T13:34:13
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,MILA,15239,2099,2019-10-15T16:02:32
Dog Senior Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,SADIE,15227,2099,2019-10-15T16:06:44
Dog Lifetime Neutered Male,POODLE STANDARD,BLACK,JACK,15120,2099,2019-10-15T16:09:44
Dog Lifetime Duplicate,LAB MIX,BLACK WITH WHITE,ELLA,15238,2099,2019-10-15T16:11:03
Dog Lifetime Duplicate,LAB MIX,BLACK WITH WHITE,ELLA,15238,2099,2019-10-15T16:11:31
Dog Lifetime Neutered Male,MIXED,BLACK,LARRY,15229,2099,2019-10-16T13:02:47
Dog Lifetime Spayed Female,VIZSLA,RED,GINGER,15017,2099,2019-10-16T13:08:00
Dog Senior Lifetime Spayed Female,MIXED,BRINDLE,ELLIE,15044,2099,2019-10-16T13:11:51
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK,DROGO,15084,2099,2019-10-16T13:39:43
Dog Lifetime Spayed Female,MIXED,BRINDLE,LILLY,15241,2099,2019-10-16T13:50:13
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,DELANEY,15239,2099,2019-10-16T14:39:05
Dog Senior Lifetime Spayed Female,COLLIE,WHITE/TAN,REBA,15126,2099,2019-10-16T14:39:08
Dog Lifetime Spayed Female,LAB MIX,BRINDLE,KIA,15215,2099,2019-10-16T14:39:09
Dog Lifetime Female,ENG SETTER,ORANGE,WENDY,15025,2099,2019-10-16T14:39:09
Dog Lifetime Spayed Female,MALTI-POO,WHITE,LUCY,15102,2099,2019-10-16T15:04:49
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK,NICO,15241,2099,2019-10-17T12:30:48
Dog Lifetime Neutered Male,JACK RUSSEL TERRIER,WHITE/BROWN,WALTER,15037,2099,2019-10-17T12:39:07
Dog Senior Lifetime Neutered Male,HAVANESE,WHITE,HARVEY,15235,2099,2019-10-17T13:28:52
Dog Lifetime Neutered Male,GER SHEPHERD MIX,TAN,RIZZO,15236,2099,2019-10-17T12:43:05
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,RUBY,15035,2099,2019-10-17T13:28:52
Dog Lifetime Spayed Female,CHIHUAHUA,BLACK/BROWN,BELLA,15014,2099,2019-10-17T13:28:53
Dog Lifetime Neutered Male,GOLDENDOODLE,TAN,FLOYD,16046,2099,2019-10-17T13:28:54
Dog Lifetime Spayed Female,LABRADOODLE,BROWN,WRIGLEY,15090,2099,2019-10-17T15:15:00
Dog Lifetime Spayed Female,ENG BULLDOG,WHITE,HAZEL,15237,2099,2019-10-17T15:15:00
Dog Senior Lifetime Female,ROTTWEILER,BLACK/BROWN,REMI,15235,2099,2019-10-18T10:49:20
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,WINSTON,15120,2099,2019-10-18T12:43:23
Dog Lifetime Spayed Female,PAPILLON,WHITE/LIVER,BRIELLE,15106,2099,2019-10-18T13:26:30
Dog Senior Lifetime Spayed Female,POMERANIAN,BLONDE,MACEE,15209,2099,2019-10-18T13:26:30
Dog Out of County Transfer - Lifetime,POODLE STANDARD,APRICOT,IZLUDE,15057,2099,2019-10-18T13:26:31
Dog Lifetime Neutered Male,DACHSHUND,CREAM,BOOMER,15236,2099,2019-10-21T10:42:18
Dog Lifetime Neutered Male,LAB MIX,BLACK,ZEUS,15090,2099,2019-10-21T10:43:05
Dog Lifetime Spayed Female,GOLDENDOODLE,RED,CINNAMON,15241,2099,2019-10-21T10:58:37
Dog Senior Lifetime Neutered Male,GER SHEPHERD,BRINDLE,OLIVER,15108,2099,2019-10-21T11:04:18
Dog Out of County Transfer - Lifetime,ROTTWEILER MIX,BLACK/BROWN,CAPONE,15129,2099,2019-10-21T13:20:11
Dog Lifetime Spayed Female,LAB MIX,RED/BROWN,LULUWA,15037,2099,2019-10-21T13:23:09
Dog Lifetime Spayed Female,LAB MIX,BLACK,LUNA,15044,2099,2019-10-22T12:15:30
Dog Lifetime Spayed Female,MIXED,BROWN,ROSIE,15101,2099,2019-10-22T12:22:36
Dog Senior Lifetime Spayed Female,BISHON FRISE MIX,WHITE,SUZIE Q,15046,2099,2019-10-22T12:30:57
Dog Senior Lifetime Spayed Female,SHIH TZU MIX,WHITE/GREY,LUCY ,15220,2099,2019-10-22T13:14:29
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,CHARLIE,15228,2099,2019-10-22T13:22:18
Dog Lifetime Spayed Female,BRITTANY SPANIEL,WHITE/APRICOT,MILLIE,15221,2099,2019-10-22T13:41:20
Dog Senior Lifetime Neutered Male,CHIHUAHUA,WHITE/BROWN,ATTICUS,15236,2099,2019-10-22T14:26:33
Dog Lifetime Spayed Female,CHIHUAHUA,BROWN,PIPER,15243,2099,2019-10-22T14:38:10
Dog Senior Lifetime Neutered Male,MIXED,WHITE/BLACK,MOE,15120,2099,2019-10-22T15:06:09
